topic_id,display_name,description,keywords,domain,field,subfield,paper_count,percentage
https://openalex.org/T10299,Photonic and Optical Devices,"This cluster of papers covers advances in silicon photonics technology, including optical modulators, microcavities, nanophotonic waveguides, biosensors, integrated circuits, Raman lasers, whispering gallery mode devices, optofluidic technology, and on-chip interconnects.",Silicon Photonics; Optical Modulators; Microcavities; Nanophotonic Waveguides; Biosensors; Integrated Circuits; Raman Lasers; Whispering Gallery Mode; Optofluidic Technology; On-chip Interconnects,Physical Sciences,Engineering,Electrical and Electronic Engineering,6047,1.73
https://openalex.org/T10275,2D Materials and Applications,"This cluster of papers covers a wide range of research on two-dimensional materials, including semiconducting transition metal dichalcogenides like monolayer MoS2 and black phosphorus. It explores topics such as van der Waals heterostructures, excitonic effects, photoluminescence, electronic structure, and the development of optoelectronic devices based on atomically thin semiconductors.",Two-Dimensional Materials; Van der Waals Heterostructures; Semiconducting Transition Metal Dichalcogenides; Monolayer MoS2; Black Phosphorus; Excitonic Effects; Photoluminescence; Electronic Structure; Optoelectronic Devices; Atomically Thin Semiconductors,Physical Sciences,Materials Science,Materials Chemistry,5775,1.65
https://openalex.org/T11429,Semiconductor Lasers and Optical Devices,"This cluster of papers focuses on the advances in optical interconnect technologies, including the use of semiconductor lasers, vertical-cavity surface-emitting lasers (VCSELs), self-mixing interferometry, passively mode-locked lasers, high-speed data communication, optoelectronic integration, photonic crystal devices, terahertz sources, and board-level optical interconnects.",Optical Interconnects; Semiconductor Lasers; Vertical-Cavity Surface-Emitting Lasers (VCSELs); Self-Mixing Interferometry; Passively Mode-Locked Lasers; High-Speed Data Communication; Optoelectronic Integration; Photonic Crystal Devices; Terahertz Sources; Board-Level Optical Interconnects,Physical Sciences,Engineering,Electrical and Electronic Engineering,5236,1.5
https://openalex.org/T10478,Diamond and Carbon-based Materials Research,"This cluster of papers covers a wide range of topics related to diamond nanotechnology, including quantum sensing using nitrogen-vacancy centers, applications in biomedical and quantum computing, Raman spectroscopy of diamond-like materials, and the synthesis and characterization of nanodiamonds. The research also explores the potential for nanoscale imaging, magnetometry, thermometry, and photonics using diamond-based materials.",Nanodiamonds; Quantum Sensing; Raman Spectroscopy; Quantum Computing; Biomedical Applications; Spin Qubits; Fluorescent Nanodiamonds; Magnetic Sensing; Room-Temperature Quantum Memory; Diamond Thin Films,Physical Sciences,Materials Science,Materials Chemistry,5203,1.49
https://openalex.org/T10247,Perovskite Materials and Applications,"This cluster of papers focuses on the advancements in perovskite solar cell technology, including the use of organometal halide perovskites as light sensitizers for photovoltaic cells, achieving high efficiency and stability, improving charge carrier transport, and exploring applications in light-emitting diodes. The research covers topics such as crystal growth, semiconductor properties, and optoelectronic materials.",Perovskite Solar Cells; Organometal Halide Perovskites; Photovoltaic Cells; Efficiency; Stability; Semiconductors; Light-Emitting Diodes; Crystal Growth; Charge Carrier Transport; Optoelectronic Materials,Physical Sciences,Engineering,Electrical and Electronic Engineering,5045,1.44
https://openalex.org/T10207,Advanced biosensing and bioanalysis techniques,"This cluster of papers focuses on the use of DNA as a versatile tool for creating nanoscale shapes, self-assembled structures, and functional biomolecular devices. It explores applications in biosensors, aptamers, nanoparticle-based bio-barcode detection, electrochemistry, and cancer diagnostics.",DNA nanotechnology; self-assembly; biosensors; aptamers; nanoparticles; electrochemistry; molecular machines; nanoscale shapes; biomolecular interactions; cancer diagnostics,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,4702,1.34
https://openalex.org/T10049,Magnetic properties of thin films,"This cluster of papers focuses on the study and applications of magnetic skyrmions, spintronics, and related phenomena in ferromagnetic and antiferromagnetic materials. It covers topics such as room-temperature skyrmion lattice formation, spin-torque switching, magnetic domain-wall logic, magnon spintronics, and the use of nanoparticles in these systems.",Skyrmions; Spintronics; Magnetic Tunnel Junctions; Spin Hall Effect; Room Temperature; Nanoparticles; Ferromagnetic Materials; Domain-Wall Logic; Magnonics; Antiferromagnetic Spintronics,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",4204,1.2
https://openalex.org/T10078,Advanced Photocatalysis Techniques,"This cluster of papers covers advances in the development of photocatalytic materials for solar energy conversion, with a focus on semiconductor-based photocatalysts, visible light-driven water splitting, graphene-based nanocomposites, and plasmonic enhancement. The research also explores the use of these materials for hydrogen production, CO2 reduction, and overall water splitting, aiming to address the challenges of sustainable energy generation.",Photocatalyst; Semiconductor; Visible Light; Water Splitting; Graphene; Hydrogen Production; Nanomaterials; Plasmonic; CO2 Reduction; Solar Energy,Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",4108,1.18
https://openalex.org/T11682,Advanced Condensed Matter Physics,"This cluster of papers explores the properties and behavior of quantum spin liquids in frustrated magnets, with a focus on topics such as spin-orbit coupling, Kitaev model, Mott insulators, spin dynamics, superconductivity, geometric frustration, magnetic monopoles, and topological order.",Quantum Spin Liquids; Frustrated Magnets; Spin-Orbit Coupling; Kitaev Model; Mott Insulators; Spin Dynamics; Superconductivity; Geometric Frustration; Magnetic Monopoles; Topological Order,Physical Sciences,Physics and Astronomy,Condensed Matter Physics,3442,0.98
https://openalex.org/T10425,Cold Atom Physics and Bose-Einstein Condensates,"This cluster of papers focuses on the study of many-body physics with ultracold gases, including topics such as quantum simulation, Bose-Einstein condensation, optical lattices, fermi gases, rydberg atoms, quantum information, mott insulators, dipole interactions, and superfluidity.",Ultracold Gases; Quantum Simulation; Bose-Einstein Condensation; Optical Lattices; Fermi Gases; Rydberg Atoms; Quantum Information; Mott Insulator; Dipole Interactions; Superfluidity,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",3435,0.98
https://openalex.org/T11414,Quantum optics and atomic interactions,"This cluster of papers focuses on the phenomenon of slow light propagation and quantum memory in coherent media, particularly using techniques such as electromagnetically induced transparency, optical quantum memory, and photon storage in atomic ensembles. The research explores applications in ultraslow pulses, optical bistability, and quantum entanglement, often involving photonic crystal structures.",Electromagnetically Induced Transparency; Slow Light; Quantum Memory; Coherent Optical Media; Atomic Ensembles; Photon Storage; Ultraslow Pulses; Optical Bistability; Quantum Entanglement; Photonic Crystal,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",2917,0.83
https://openalex.org/T11809,Advanced NMR Techniques and Applications,"This cluster of papers focuses on advancements in nuclear magnetic resonance (NMR) spectroscopy techniques, including solid-state NMR, dynamic nuclear polarization, hyperpolarization, and high-field NMR. The papers cover topics such as protein structure determination, metabolic imaging, spin dynamics, and the application of NMR in magnetic resonance imaging.",NMR Spectroscopy; Solid-State NMR; Dynamic Nuclear Polarization; Hyperpolarization; Chemical Shifts; Protein Structure Determination; Metabolic Imaging; High-Field NMR; Spin Dynamics; Magnetic Resonance Imaging,Physical Sciences,Chemistry,Spectroscopy,2864,0.82
https://openalex.org/T10666,Photonic Crystals and Applications,"This cluster of papers focuses on the advances in photonic crystal research, including topics such as nanocavities, slow light, colloidal crystals, structural coloration, biomimicry, optical sensors, waveguides, and bandgap materials. The research covers a wide range of applications and fabrication techniques for photonic crystals.",Photonic Crystals; Nanocavities; Slow Light; Colloidal Crystals; Structural Coloration; Biomimicry; Optical Sensors; Waveguides; Bandgap Materials; Electromagnetic Simulations,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",2682,0.77
https://openalex.org/T10622,Quantum Mechanics and Applications,"This cluster of papers explores the foundational aspects of quantum mechanics, including decoherence, Bell inequalities, quantum measurement, interpretations of quantum theory, weak values, entanglement, nonlocality, and the nature of quantum information. It delves into topics such as wave function collapse and quantum probabilities.",Decoherence; Bell Inequality; Quantum Measurement; Quantum Interpretations; Weak Values; Entanglement; Quantum Nonlocality; Quantum Information; Wave Function Collapse; Quantum Probabilities,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",2585,0.74
https://openalex.org/T13182,Quantum-Dot Cellular Automata,"This cluster of papers focuses on the design, simulation, and implementation of Quantum-dot Cellular Automata (QCA) for molecular computing and nanotechnology applications. It covers topics such as logic design, fault tolerance, adder circuits, clocking schemes, power dissipation analysis, and reversible logic. The research explores the potential of QCA as an alternative computing paradigm at the nanoscale.",Quantum-dot Cellular Automata; QCA; Molecular Computing; Nanotechnology; Logic Design; Fault Tolerance; Adder Circuits; Clocking Schemes; Power Dissipation Analysis; Reversible Logic,Physical Sciences,Computer Science,Computational Theory and Mathematics,2541,0.73
https://openalex.org/T11169,Silicon Nanostructures and Photoluminescence,"This cluster of papers focuses on the synthesis, properties, and applications of porous silicon nanoparticles and nanostructures. It covers topics such as drug delivery, bioimaging, optical properties, luminescence, and biocompatibility of porous silicon. The research also explores the use of silicon quantum dots and electroluminescence in various biomedical and optoelectronic applications.",Porous Silicon; Nanoparticles; Luminescent; Drug Delivery; Optical Properties; Bioimaging; Photoluminescence; Silicon Quantum Dots; Biocompatible; Electroluminescence,Physical Sciences,Materials Science,Materials Chemistry,2421,0.69
https://openalex.org/T11449,Mechanical and Optical Resonators,"This cluster of papers focuses on the field of cavity optomechanics and nanomechanical systems, exploring topics such as achieving quantum ground state of mechanical oscillators, cavity cooling techniques, biosensors based on micromechanical resonators, magnon-photon interactions, photon blockade effects, entanglement between mechanical and optical systems, and ultra-sensitive sensing applications.",Optomechanics; Nanomechanical Systems; Quantum Ground State; Cavity Cooling; Biosensors; Micromechanical Resonators; Magnons; Photon Blockade; Entanglement; Sensing,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",2379,0.68
https://openalex.org/T10988,Advanced Fiber Laser Technologies,"This cluster of papers focuses on the generation, control, and applications of optical frequency combs and ultrafast lasers. It includes research on mode-locking, microresonators, saturable absorbers, fiber lasers, nonlinear optics, frequency synthesis, photonic chip-based combs, and their applications in microwave photonics.",Optical Frequency Combs; Ultrafast Lasers; Mode-Locking; Microresonators; Saturable Absorbers; Fiber Lasers; Nonlinear Optics; Frequency Synthesis; Photonic Chip; Microwave Photonics,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",1743,0.5
https://openalex.org/T10295,Plasmonic and Surface Plasmon Research,"This cluster of papers covers a wide range of research in the field of plasmonics and nanophotonics, including topics such as surface plasmons, graphene, metamaterials, nanoantennas, resonance, biosensors, terahertz applications, and optical modulators.",Plasmonics; Nanophotonics; Surface Plasmons; Graphene; Metamaterials; Nanoantennas; Resonance; Biosensors; Terahertz; Optical Modulators,Physical Sciences,Engineering,Biomedical Engineering,1688,0.48
https://openalex.org/T10472,Semiconductor materials and devices,"This cluster of papers focuses on the advances in atomic layer deposition (ALD) technology, particularly in the context of high-k dielectrics, gate oxides, and semiconductor devices. It covers topics such as thin film growth, dielectric breakdown mechanisms, metal gate transistors, interface engineering, and the impact of negative bias temperature instability (NBTI) degradation on device performance.",Atomic Layer Deposition; High-k Dielectrics; Gate Oxides; Semiconductor Devices; Nanoelectronics; Thin Film Growth; Dielectric Breakdown; Metal Gate Transistors; Interface Engineering; NBTI Degradation,Physical Sciences,Engineering,Electrical and Electronic Engineering,1670,0.48
https://openalex.org/T10090,ZnO doping and properties,"This cluster of papers explores the synthesis, properties, and applications of zinc oxide (ZnO) nanostructures, focusing on its use in semiconductors, photodetectors, optoelectronics, and transparent conductors. The papers also investigate the phenomenon of ferromagnetism in ZnO and its potential for spintronics applications.",Zinc Oxide; Nanostructures; Semiconductors; Ferromagnetism; Nanowires; Photodetectors; Doping; Optoelectronics; Transparent Conductors; Spintronics,Physical Sciences,Materials Science,Materials Chemistry,1644,0.47
https://openalex.org/T10350,Electronic Health Records Systems,"This cluster of papers focuses on the impact of health information technology (HIT) in healthcare, covering topics such as electronic health records, clinical decision support systems, patient portals, usability engineering, medication errors, data quality assessment, physician burnout, genomic studies, and adoption barriers. The papers discuss the benefits, challenges, and implications of implementing HIT to improve the quality, efficiency, and safety of medical care.",Electronic Health Records; Clinical Decision Support Systems; Health Information Exchange; Patient Portals; Usability Engineering; Medication Errors; Data Quality Assessment; Physician Burnout; Genomic Studies; Adoption Barriers,Health Sciences,Health Professions,Health Information Management,1624,0.46
https://openalex.org/T12612,Strong Light-Matter Interactions,"This cluster of papers explores the phenomenon of polariton condensation, a form of Bose-Einstein condensation involving exciton-polaritons in semiconductor microcavities. It covers topics such as ultrastrong coupling between light and matter, room-temperature lasing, quantum fluids of light, and the manipulation of chemical landscapes through coupling to vacuum fields.",Polariton Condensation; Bose-Einstein Condensation; Exciton-Polariton; Ultrastrong Coupling; Semiconductor Microcavities; Room Temperature Lasing; Quantum Fluids of Light; Strong Light-Matter Interaction; Optical Cavities; Quantum Electrodynamics,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",1569,0.45
https://openalex.org/T11804,Quantum many-body systems,"This cluster of papers explores the dynamics and entanglement properties of quantum many-body systems, including topics such as many-body localization, quantum thermalization, matrix product states, topological order, quantum phase transitions, tensor networks, and the application of machine learning techniques. The papers cover a wide range of theoretical and experimental investigations into the behavior of complex quantum systems.",Entanglement; Many-Body Localization; Quantum Thermalization; Matrix Product States; Dynamics; Renormalization Group; Topological Order; Quantum Phase Transitions; Tensor Networks; Machine Learning,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",1544,0.44
https://openalex.org/T11111,Spectroscopy and Laser Applications,"This cluster of papers focuses on molecular spectroscopic databases such as HITRAN, HITEMP, and GEISA, as well as the applications of various types of lasers in gas sensing, breath analysis, and high-temperature molecular spectroscopy. It covers topics such as terahertz quantum-cascade lasers, infrared laser absorption, photoacoustic spectroscopy, diode laser absorption, and cavity ring-down spectroscopy.",Spectroscopic Databases; Terahertz Quantum-Cascade Lasers; Infrared Laser Absorption; Gas Sensing; Photoacoustic Spectroscopy; High-Temperature Molecular Spectroscopy; Diode Laser Absorption; Quantum Cascade Laser Frequency Combs; Breath Analysis; Cavity Ring-Down Spectroscopy,Physical Sciences,Chemistry,Spectroscopy,1412,0.4
https://openalex.org/T11637,Advanced Semiconductor Detectors and Materials,"This cluster of papers covers advances in infrared detector technologies, focusing on materials such as HgCdTe and CdZnTe, superlattice photodetectors, compound semiconductors, and their applications in radiation detection and focal plane arrays.",Infrared Detectors; Semiconductor Materials; HgCdTe; CdZnTe; Superlattice Photodetectors; Radiation Detection; Focal Plane Arrays; Compound Semiconductors; Gamma-Ray Detectors; Detector Performance,Physical Sciences,Engineering,Electrical and Electronic Engineering,1384,0.4
https://openalex.org/T10024,TiO2 Photocatalysis and Solar Cells,"This cluster of papers focuses on the advances in photocatalysis and solar energy conversion, with a specific emphasis on titanium dioxide nanomaterials, visible light photocatalysis, dye-sensitized solar cells, and water splitting. The research covers topics such as enhancing solar absorption, surface science studies, molecular engineering of sensitizers, and the development of efficient panchromatic sensitizers for solar cells.",Photocatalysis; Solar Cells; Titanium Dioxide; Nanomaterials; Visible Light; Dye-Sensitized; Water Splitting; Nanostructures; Efficiency; Semiconductor Nanocrystals,Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",1216,0.35
https://openalex.org/T10232,Optical Network Technologies,"This cluster of papers covers advances in optical fiber communication technologies, including topics such as coherent detection, digital signal processing, nonlinear effects, space-division multiplexing, high-capacity networks, modulation formats, fiber amplifiers, dispersion compensation, and optical performance monitoring.",Optical Fiber; Coherent Detection; Digital Signal Processing; Nonlinear Effects; Space-Division Multiplexing; High-Capacity Networks; Modulation Formats; Fiber Amplifiers; Dispersion Compensation; Optical Performance Monitoring,Physical Sciences,Engineering,Electrical and Electronic Engineering,1190,0.34
https://openalex.org/T11520,Advanced Thermodynamics and Statistical Mechanics,"This cluster of papers focuses on stochastic thermodynamics, fluctuation theorems, and their applications to nonequilibrium systems, quantum heat engines, information processing, maximum entropy production, and thermodynamic efficiency. It also covers experimental studies involving single-molecule experiments, feedback control, and nanoscale thermodynamics.",Stochastic Thermodynamics; Fluctuation Theorems; Nonequilibrium Systems; Quantum Heat Engines; Information Processing; Maximum Entropy Production; Thermodynamic Efficiency; Single-Molecule Experiments; Feedback Control; Nanoscale Thermodynamics,Physical Sciences,Physics and Astronomy,Statistical and Nonlinear Physics,1160,0.33
https://openalex.org/T10913,Molecular Junctions and Nanostructures,"This cluster of papers explores the advancements in molecular electronic devices and systems, focusing on topics such as self-assembled monolayers, single-molecule conductance, electron transport, quantum properties, nanotechnology, conductance switching, charge transfer, organic electronics, and surface modification.",Molecular Electronics; Self-Assembled Monolayers; Single-Molecule Conductance; Electron Transport; Quantum Properties; Nanotechnology; Conductance Switching; Charge Transfer; Organic Electronics; Surface Modification,Physical Sciences,Engineering,Electrical and Electronic Engineering,1100,0.31
https://openalex.org/T10558,Advancements in Semiconductor Devices and Circuit Design,"This cluster of papers explores the advancements in nanoelectronics, focusing on topics such as tunnel field-effect transistors, nanowire transistors, CMOS scaling limits, double-gate transistors, strained-silicon technology, quantum transport modeling, junctionless transistors, subthreshold swing, high-performance nanoscale devices, and process variation.",Tunnel Field-Effect Transistors; Nanowire Transistors; CMOS Scaling; Double-Gate Transistors; Strained-Silicon Technology; Quantum Transport Modeling; Junctionless Transistors; Subthreshold Swing; High-Performance Nanoscale Devices; Process Variation,Physical Sciences,Engineering,Electrical and Electronic Engineering,1092,0.31
https://openalex.org/T11272,Nanowire Synthesis and Applications,"This cluster of papers focuses on the development and applications of nanowire nanosensors, particularly in biomedical detection and energy conversion. It covers a wide range of topics including semiconductor nanowires, electronics, photovoltaic devices, biosensors, and solar cells.",Nanowire; Nanosensors; Semiconductor; Electronics; Photovoltaic; Biosensors; Solar Cells; Optoelectronic Devices; Biomedical Detection; Energy Conversion,Physical Sciences,Engineering,Biomedical Engineering,1089,0.31
https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,"This cluster of papers explores the role of quantum coherence in photosynthetic energy transfer, as well as its effects on energy migration, ion interactions, hydrogen bonding, and vibrational dynamics in aqueous systems. The research also delves into the impact of ions on surface interfaces and the behavior of molecular systems under quantum coherence.",Quantum Coherence; Photosynthesis; Aqueous Systems; Energy Transfer; Vibrational Spectroscopy; Ion Effects; Hydrogen Bonding; Electronic Excitations; Surface Interfaces; Molecular Dynamics,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",1076,0.31
https://openalex.org/T13531,Surface and Thin Film Phenomena,"This cluster of papers explores the influence of quantum size effects on the electronic and superconducting properties of metallic nanostructures, particularly focusing on thin films, surface states, and atomic chains. The research delves into phenomena such as quantum well states, electron-phonon interactions, and the manifestation of superconductivity at the quantum limit.",Superconductivity; Quantum Size Effects; Thin Films; Surface States; Electronic Structure; Metallic Nanostructures; Atomic Chains; Quantum Well States; Electron-Phonon Interaction; Scanning Tunneling Microscopy,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",977,0.28
https://openalex.org/T12627,Graphene and Nanomaterials Applications,"This cluster of papers focuses on the biomedical applications of graphene nanomaterials, including drug delivery, toxicity assessment, antibacterial activity, cancer therapy, cellular imaging, nanocarrier development, and tissue engineering. The research covers a wide range of topics related to the use of graphene in biotechnology and medicine.",Graphene; Nanomaterials; Biomedical Applications; Drug Delivery; Toxicity; Antibacterial Activity; Cancer Therapy; Cellular Imaging; Nanocarrier; Tissue Engineering,Physical Sciences,Engineering,Biomedical Engineering,910,0.26
https://openalex.org/T10179,Supercapacitor Materials and Fabrication,"This cluster of papers focuses on the materials and technologies for electrochemical supercapacitors, including graphene-based materials, carbon-based electrodes, pseudocapacitive materials, and flexible energy storage devices. It explores the use of nanomaterials and metal-organic frameworks for high-performance energy storage applications.",Graphene; Carbon-Based Materials; Electrochemical Capacitors; Pseudocapacitive Materials; Energy Storage; Nanomaterials; Flexible Supercapacitors; Metal-Organic Frameworks; High-Performance Electrodes; Hybrid Energy Storage,Physical Sciences,Materials Science,"Electronic, Optical and Magnetic Materials",863,0.25
https://openalex.org/T10030,Electrocatalysts for Energy Conversion,"This cluster of papers focuses on advances in electrocatalysis for energy conversion, with a particular emphasis on oxygen reduction and hydrogen evolution reactions. The research covers various catalysts, nanomaterials, and methodologies for improving the efficiency and sustainability of energy conversion processes, such as water splitting and fuel cells.",Electrocatalysis; Energy Conversion; Oxygen Reduction; Hydrogen Evolution; Catalysts; Water Splitting; Nanomaterials; Fuel Cells; Metal-Organic Frameworks; Sustainable Energy,Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",845,0.24
https://openalex.org/T10590,Chalcogenide Semiconductor Thin Films,"This cluster of papers focuses on the advancements in thin-film solar cell technology, particularly on materials such as CZTS and Kesterite, aiming to improve efficiency and device characteristics. It covers topics such as semiconductor properties, materials modelling, and the use of nanocrystals in thin-film solar cells.",Thin-Film Solar Cells; Efficiency; CZTS; Kesterite; Photovoltaics; Semiconductor; Device Characteristics; Materials Modelling; Nanocrystals; Solar Cell Efficiency,Physical Sciences,Engineering,Electrical and Electronic Engineering,844,0.24
https://openalex.org/T10782,Nanoplatforms for cancer theranostics,"This cluster of papers explores the use of nanotechnology, reactive oxygen species, and advanced imaging techniques for targeted cancer therapy and diagnosis. It covers a wide range of topics including photothermal therapy, fluorescence imaging, nanoparticle-based drug delivery, and the development of theranostic agents for combined imaging and therapy. The research also delves into the potential of immunotherapy and the use of biomimetic nanoparticles for enhanced cancer treatment.",Nanoparticles; Photothermal Therapy; Reactive Oxygen Species; Fluorescence Imaging; Photodynamic Therapy; Near-Infrared; Tumor Targeting; Immunotherapy; Biomimetic Nanoparticles; Theranostic Agents,Physical Sciences,Engineering,Biomedical Engineering,834,0.24
https://openalex.org/T10018,Advancements in Battery Materials,"This cluster of papers focuses on advancements in lithium-ion battery technology, including research on battery materials, nanostructured anodes, cathode materials, and electrode materials. It also covers topics related to energy storage, electrochemical performance, and rechargeable batteries.",Lithium-ion Batteries; Battery Materials; Energy Storage; Nanostructured Anodes; Cathode Materials; Electrochemical Performance; Rechargeable Batteries; Anode Materials; Battery Technology; Electrode Materials,Physical Sciences,Engineering,Electrical and Electronic Engineering,808,0.23
